,id_str,id,screen_name,domain,state
2915,14984637,14984637,chelliepingree,1,Maine
2916,2932617195,2932617195,RepPoliquin,1,Maine
2917,41362731,41362731,MaineDems,1,Maine
2918,243797058,243797058,SenatorSnowe,1,Maine
2919,25298932,25298932,LloydMarcus,1,Maine
2920,900516768032202752,900516768032202752,golden4congress,1,Maine
2921,22251316,22251316,mainegop,1,Maine
2922,1080891667308298240,1080891667308298240,RepGolden,1,Maine
2923,869177241556668416,869177241556668416,BetsySweetME,1,Maine
2924,104614415,104614415,Rebecca_Otto,1,Maine
2925,58589717,58589717,mainebeerbrewer,1,Maine
2926,242797777,242797777,MEGovernorNews,1,Maine
2927,24602291,24602291,BeeKay4ME,1,Maine
2928,250798214,250798214,MaineHouseDems,1,Maine
2929,35870854,35870854,BrucePoliquin,1,Maine
2930,562065724,562065724,MaineHouseGOP,1,Maine
2931,1499576712,1499576712,Michaud2014,1,Maine
2932,66997753,66997753,mainesenatedems,1,Maine
2933,215779968,215779968,MaineSenateGOP,1,Maine
2934,3395729897,3395729897,WIwfp,1,Wisconsin
2935,1079750218206326784,1079750218206326784,PaulRLePage1,1,Maine
2936,1335336319,1335336319,MurphyForMaine,1,Maine
2937,1560561314,1560561314,Troy4Congress,1,Maine
2938,234962043,234962043,AKSenMajority,1,Alaska
