,domain,id,id_str,party,screen_name,state
0,1.0,784325894559059968,784325894559059968,To Be Added,Sanjay_Meshack,To Be Added
1,1.0,741171197342187521,741171197342187520,BJP,BJP4AnN,Andaman and Nicobar Islands
2,1.0,1283244990274002949,1283244990274002944,INC,NSubramanian1,To Be Added
3,1.0,935363557050298368,935363557050298368,INC,SatishYepuri,Andhra Pradesh
4,1.0,112384119,112384119,BJP,praveenkubjp,Bihar
5,1.0,861956204255485952,861956204255485952,INC,Azamlebbai1,Maharashtra
6,1.0,1048908483977011200,1048908483977011200,To Be Added,adil_shaikh007,Maharashtra
7,1.0,3221097224,3221097224,To Be Added,MLA_VijayKale,Maharashtra
8,1.0,749538068500209664,749538068500209664,INC,hanfi_rahil,Maharashtra
9,1.0,3296150520,3296150520,BJP,MumbaiYash,Maharashtra
10,1.0,757152185931161601,757152185931161600,BJP,Nitinkalebjp,Maharashtra
11,1.0,3281983514,3281983514,BJP,rajmatasantha2,Maharashtra
12,1.0,1479755262,1479755262,BJP,babunair6,Maharashtra
13,1.0,3307332774,3307332774,INC,VartakKuldeep,Maharashtra
14,1.0,2425738308,2425738308,BJP,PwwareWare,Maharashtra
15,1.0,960165177839644672,960165177839644672,BJP,Randhir62157439,Bihar
16,1.0,738373454605504512,738373454605504512,BJP,sarthkkawde,Maharashtra
17,1.0,2800107031,2800107031,INC,INCJafrabad,Maharashtra
18,1.0,919592597546459136,919592597546459136,INC,ShivsahayRana,Maharashtra
19,1.0,959761940548526083,959761940548526080,To Be Added,Ansar17156540,Maharashtra
20,1.0,959706316561301504,959706316561301504,INC,SameerAkhtarAns,Maharashtra
21,1.0,984329248017141760,984329248017141760,BJP,HarikeshJaswl14,Maharashtra
22,1.0,927800214970396672,927800214970396672,BJP,BhavikP69143098,Maharashtra
23,1.0,391966635,391966635,BJP,nlshmishra5,Maharashtra
24,1.0,3152263550,3152263550,To Be Added,sunilrsfi,To Be Added
25,1.0,4143781214,4143781214,INC,tezaslam,To Be Added
26,1.0,1011600447801618432,1011600447801618432,BJP,AjayKum29378263,Bihar
27,1.0,3277243807,3277243807,INC,BaldevKhosa1944,Maharashtra
28,1.0,3135314882,3135314882,INC,MakwanaZameer,Maharashtra
29,1.0,75217559,75217559,BJP,deepakpohekar,Maharashtra
30,1.0,1056224600906842113,1056224600906842112,BJP,BakaneRajesh,Maharashtra
31,1.0,297293734,297293734,INC,umakantdhande,Maharashtra
32,1.0,805356082193256448,805356082193256448,BJP,maheshu7011,Maharashtra
33,1.0,3098089717,3098089717,INC,SaleemSayed_INC,Maharashtra
34,1.0,750973568373166081,750973568373166080,NCP,vijaytupe10,Maharashtra
35,1.0,4535269933,4535269933,BJP,DrSanjayWSharma,Maharashtra
36,1.0,1016496625831665664,1016496625831665664,BJP,TKamthe9,Maharashtra
37,1.0,893500266938376192,893500266938376192,BJP,Kamlesh51370148,Bihar
38,1.0,1046090403471085568,1046090403471085568,INC,MohsinK95787166,Maharashtra
39,1.0,824581973708529664,824581973708529664,INC,ansariowais103,Maharashtra
40,1.0,865937704000868353,865937704000868352,INC,Nikhil_f0808,Maharashtra
41,1.0,2515863378,2515863378,INC,parag555Patil,Maharashtra
42,1.0,857509692062519296,857509692062519296,BJP,Aditya_singhR,Maharashtra
43,1.0,815159182454296579,815159182454296576,BJP,ShreeDeshmukh01,Maharashtra
44,1.0,2537024917,2537024917,BJP,ganeshhhedda,Maharashtra
45,1.0,2311661977,2311661977,CPIM,sfisolapur,Maharashtra
46,1.0,1013415100361818112,1013415100361818112,CPIM,CpimPune,To Be Added
47,1.0,937385467644743680,937385467644743680,BJP,Siddktweets,Maharashtra
48,1.0,1026865811590397952,1026865811590397952,BJP,VijayKu35103683,Bihar
49,1.0,878229149256646656,878229149256646656,INC,gauri_ashraf,Maharashtra
50,1.0,830267068062720000,830267068062720000,BJP,Shailesh_BJYM,Maharashtra
51,1.0,323085553,323085553,BJP,bulletking8931,Maharashtra
52,1.0,298067302,298067302,BJP,AbhiSamantBJP,Maharashtra
53,1.0,992947582434357248,992947582434357248,INC,TGurjjar,Maharashtra
54,1.0,773811386854105088,773811386854105088,BJP,SaurabhTete,Maharashtra
55,1.0,1014078341819691008,1014078341819691008,BJP,SameerD57044351,Maharashtra
56,1.0,919872327151579137,919872327151579136,INC,UdayjyotiM,Maharashtra
57,1.0,955255829204123648,955255829204123648,INC,RohiniPandit2,Maharashtra
58,1.0,1409182100,1409182100,INC,harshkottawar,Maharashtra
59,1.0,3573125965,3573125965,BJP,umeshku67873908,Bihar
60,1.0,847467573373419521,847467573373419520,BJP,AshuFighter111,Maharashtra
61,1.0,947016857768169472,947016857768169472,BJP,wasimkh47913671,Maharashtra
62,1.0,992588114,992588114,BJP,sachinsehgal43,Maharashtra
63,1.0,1019866354139254784,1019866354139254784,BJP,ChetanVRTarale,Maharashtra
64,1.0,706401900133027841,706401900133027840,INC,amirz_khan,Maharashtra
65,1.0,1083761005660786688,1083761005660786688,INC,Sharan04431821,Maharashtra
66,1.0,1033264418149281792,1033264418149281792,NCP,mla_ncp,Maharashtra
67,1.0,276655457,276655457,BJP,MishraGRAdv,Maharashtra
68,1.0,923297305150734336,923297305150734336,INC,d_congress,Maharashtra
69,1.0,2837872334,2837872334,INC,mpccc,Maharashtra
70,1.0,893639584956858369,893639584956858368,BJP,Rahulkrsarraf1,Bihar
71,1.0,932631378515992578,932631378515992576,INC,bhushanranbhar2,Maharashtra
72,1.0,1046375799799128064,1046375799799128064,INC,digvijay_IYC,Maharashtra
73,1.0,890631549355515906,890631549355515904,INC,nilesh_khorgade,Maharashtra
74,1.0,163088164,163088164,BJP,tejraj4u,Maharashtra
75,1.0,777880325007433729,777880325007433728,BJP,JitendraSJain2,Maharashtra
76,1.0,297008578,297008578,INC,luckysaini2912,Maharashtra
77,1.0,987250658418999296,987250658418999296,INC,RoshnaShah1,Maharashtra
78,1.0,1075236507315691520,1075236507315691520,To Be Added,MalluGanachari,Maharashtra
79,1.0,832734155230244865,832734155230244864,INC,MLA_Amarkale,Maharashtra
80,1.0,844237522570006529,844237522570006528,BJP,AgreRohan,Maharashtra
81,1.0,913463172077461504,913463172077461504,BJP,RahulJa66662755,Bihar
82,1.0,769753115465752576,769753115465752576,INC,tripath_vijay,Maharashtra
83,1.0,949867432981643264,949867432981643264,INC,SanjayS27300241,Maharashtra
84,1.0,892719440692994048,892719440692994048,INC,umerlakdawala21,Maharashtra
85,1.0,887530787851059200,887530787851059200,BJP,SKalambarkar,Maharashtra
86,1.0,1068909776900374530,1068909776900374528,BJP,BShivadi,Maharashtra
87,1.0,1039570481249021952,1039570481249021952,BJP,PagdhareRekha,Maharashtra
88,1.0,3279881749,3279881749,INC,Inderp9999,Maharashtra
89,1.0,3274682665,3274682665,INC,iamsinghgovind,Maharashtra
90,1.0,2529444799,2529444799,INC,mlasubhashdhote,Maharashtra
91,1.0,894230522544529408,894230522544529408,BJP,AjayUpa21028321,Maharashtra
92,1.0,838729821341483008,838729821341483008,BJP,meharhussain660,Bihar
93,1.0,2232741102,2232741102,BJP,tmreddy123,Maharashtra
94,1.0,794439062073458688,794439062073458688,To Be Added,karanSinghiyc,Maharashtra
95,1.0,251592647,251592647,INC,Azam_khan111,Maharashtra
96,1.0,452875609,452875609,INC,PRINCEJRSHUKLA,Maharashtra
97,1.0,940400436732989440,940400436732989440,BJP,ManojRa23038478,Maharashtra
98,1.0,934267131780370438,934267131780370432,BJP,Sandeep88317165,Maharashtra
99,1.0,1004044726750928896,1004044726750928896,BJP,Sushil2321985,Maharashtra
100,1.0,915470686725988353,915470686725988352,INC,TrusharPadweka1,Maharashtra
101,1.0,1056557423278936064,1056557423278936064,INC,Prasenjeetwagh1,Maharashtra
102,1.0,2893677410,2893677410,INC,atiksahibole31,Maharashtra
103,1.0,1060105272113483776,1060105272113483776,BJP,RajeshP92260379,Bihar
104,1.0,1050343422689570816,1050343422689570816,INC,aniket_arkade,Maharashtra
105,1.0,1005449774571536386,1005449774571536384,NCP,KhopoliNcp,Maharashtra
106,1.0,954107063562637313,954107063562637312,AIMIM,saeed_india,Maharashtra
107,1.0,951131395685937152,951131395685937152,INC,svinoth_tnpyc,Maharashtra
108,1.0,983299343846277120,983299343846277120,INC,DrAslamKhan7,Maharashtra
109,1.0,2805416119,2805416119,MNS,Shalinitai,Maharashtra
110,1.0,1036163234460389376,1036163234460389376,INC,IncRamzan,Maharashtra
111,1.0,1155777830,1155777830,INC,incyuvraj,Maharashtra
112,1.0,837944852629291008,837944852629291008,INC,Navedsheikhshe2,Maharashtra
113,1.0,757863898011803648,757863898011803648,INC,Sayedayub1,Maharashtra
114,1.0,1010794483330396160,1010794483330396160,INC,PanabakaL,Andhra Pradesh
115,1.0,850022719420747776,850022719420747776,BJP,NiteshSeth02,Bihar
116,1.0,2375487796,2375487796,INC,PradeepChaube15,Maharashtra
117,1.0,874539701448867840,874539701448867840,NCP,navnath_devkate,Maharashtra
118,1.0,978313071386071040,978313071386071040,NCP,AbhaySangale,Maharashtra
119,1.0,388173166,388173166,AAP,AapVimal,Maharashtra
120,1.0,803659244813819904,803659244813819904,BJP,PandeSavita,Maharashtra
121,1.0,1282693992,1282693992,BJP,Shubhamchikhal1,Maharashtra
122,1.0,766163345024090113,766163345024090112,BJP,jaykumarfulwani,Maharashtra
123,1.0,951042471408144384,951042471408144384,BJP,GaneshS32985200,Maharashtra
124,1.0,1018765491328995329,1018765491328995328,BJP,Pradeep69227425,Maharashtra
125,1.0,1214947855535788033,1214947855535788032,INC,SunilKedar1111,Maharashtra
126,1.0,937116149065555968,937116149065555968,BJP,Alokkum46774528,Bihar
127,1.0,2791036978,2791036978,INC,NavnathTirmale,Maharashtra
128,1.0,703527403549687808,703527403549687808,INC,AshokPa36447329,Maharashtra
129,1.0,940038137673166848,940038137673166848,INC,SangliCongress,Maharashtra
130,1.0,909817425042034688,909817425042034688,INC,MRafiqshk,Maharashtra
131,1.0,972469093096976384,972469093096976384,INC,ParveenFaroogui,Maharashtra
132,1.0,3273790200,3273790200,INC,imshashankchamp,Maharashtra
133,1.0,372714634,372714634,INC,RAMTEKEabhijit,Maharashtra
134,1.0,973112236926488576,973112236926488576,INC,DccPimpri,Maharashtra
135,1.0,998103417095643136,998103417095643136,INC,DeepakShelatka2,Maharashtra
136,1.0,830075814322528257,830075814322528256,To Be Added,patel_farooque,Maharashtra
137,1.0,1048235603140038656,1048235603140038656,BJP,HIRENKHALASI2,Bihar
138,1.0,764763224491323392,764763224491323392,INC,EastPyc,Maharashtra
139,1.0,873444711037587456,873444711037587456,INC,khopade_bhushan,Maharashtra
140,1.0,2826749659,2826749659,INC,saurabhc0,Maharashtra
141,1.0,2266939358,2266939358,INC,kapilnagvekar,Maharashtra
142,1.0,1082622641356374016,1082622641356374016,INC,sachinde1979,Maharashtra
143,1.0,345294996,345294996,AIMIM,shakil_dsp,Maharashtra
144,1.0,756465701532073984,756465701532073984,BJP,chitlange1,Maharashtra
145,1.0,989382078876790785,989382078876790784,BJP,HajariRamBishn1,Maharashtra
146,1.0,748623090,748623090,BJP,RoshanpKatekhay,Maharashtra
147,1.0,888979990800478208,888979990800478208,BJP,SIndapwar,Maharashtra
148,1.0,1075059435964313601,1075059435964313600,BJP,rajujhabjp,Bihar
149,1.0,744892505309777920,744892505309777920,BJP,jituyb179,Maharashtra
150,1.0,1547176400,1547176400,BJP,bhosalevarsha24,Maharashtra
151,1.0,847421637490114565,847421637490114560,BJP,bjpitcellbwd,Maharashtra
152,1.0,2388881456,2388881456,To Be Added,LadkyaKharpade,To Be Added
153,1.0,2388841741,2388841741,To Be Added,Hemant_Waghere,To Be Added
154,1.0,995247118523613184,995247118523613184,INC,NikhatCongress,Maharashtra
155,1.0,965957652353339394,965957652353339392,INC,BGourikar,Maharashtra
156,1.0,3254397993,3254397993,BJP,galandepatil1,Maharashtra
157,1.0,2570701997,2570701997,BJP,ved_katore,Maharashtra
158,1.0,848870595164913664,848870595164913664,BJP,RatnagiriBJP,Maharashtra
159,1.0,1020242871104880640,1020242871104880640,BJP,RahulKu33194794,Bihar
160,1.0,767340857657667584,767340857657667584,BJP,BABUNAIR14,Maharashtra
161,1.0,876421022664331264,876421022664331264,BJP,Sunnydubey1994,Maharashtra
162,1.0,2412182320,2412182320,CPIM,ashokballa09,Maharashtra
163,1.0,771238263960899585,771238263960899584,AIMIM,salmansayyed511,Maharashtra
164,1.0,594327736,594327736,INC,Satish363636,Maharashtra
165,1.0,932827466652991488,932827466652991488,NCP,SaheelSayyed786,Maharashtra
166,1.0,758304093551095808,758304093551095808,NCP,Shreepad01,Maharashtra
167,1.0,996128316670271489,996128316670271488,BJP,asifGaietyKhan,Maharashtra
168,1.0,2177437293,2177437293,INC,prapat888,Maharashtra
169,1.0,3052542682,3052542682,INC,asharam_nager,Maharashtra
170,1.0,1041011101855571968,1041011101855571968,BJP,PeriSravan,Bihar
171,1.0,704533396999917569,704533396999917568,INC,AmitNSakpal,Maharashtra
172,1.0,1047025554774470656,1047025554774470656,NCP,pravin_kunte,Maharashtra
173,1.0,800390651191799809,800390651191799808,BJP,kedarmankar,Maharashtra
174,1.0,4223560338,4223560338,BJP,balwantvarmaBJP,Maharashtra
175,1.0,930419717927342080,930419717927342080,BJP,ThevarSudarshan,To Be Added
176,1.0,976159675359035392,976159675359035392,BJP,drlaxmanjadhav2,Maharashtra
177,1.0,851381705269182464,851381705269182464,BJP,ankushj180491,Maharashtra
178,1.0,1074348569900011520,1074348569900011520,BJP,bjym4borivali,Maharashtra
179,1.0,4189443312,4189443312,INC,sameer983332484,Maharashtra
180,1.0,865052783275368449,865052783275368448,To Be Added,The_Kiran_Pawar,Maharashtra
181,1.0,946728894224154624,946728894224154624,To Be Added,Kanhaiy25468106,Bihar
182,1.0,1008023338688528384,1008023338688528384,BJP,Sunil39707214,Maharashtra
183,1.0,885755139709186048,885755139709186048,BJP,DrSantoshTripa3,Maharashtra
184,1.0,850712111214886912,850712111214886912,BJP,Dignesh9008,Maharashtra
185,1.0,927181654728237056,927181654728237056,INC,nikhilpan2120,Maharashtra
186,1.0,790099836406083584,790099836406083584,INC,Adnanrshaikh,Maharashtra
187,1.0,951851441597100032,951851441597100032,INC,TrivediJayam,Maharashtra
188,1.0,942439119220699137,942439119220699136,NCP,Anand__speaks,Maharashtra
189,1.0,897728598530027520,897728598530027520,BJP,AmasidhP,Maharashtra
190,1.0,1028895866030055424,1028895866030055424,BJP,chaitanyaparek3,Maharashtra
191,1.0,701413834209120256,701413834209120256,NCP,vijay81000,Maharashtra
192,1.0,1170898525615341569,1170898525615341568,To Be Added,Amrendraamar3,Bihar
193,1.0,803222883782643712,803222883782643712,BJP,jitubhandup,Maharashtra
194,1.0,988838219813830656,988838219813830656,INC,NikhileshIYC1,Maharashtra
195,1.0,995019945099620352,995019945099620352,BJP,AmitGuptabbbp19,Maharashtra
196,1.0,2352906439,2352906439,AAP,AAP_SALEMPUR,Tamil Nadu
197,1.0,2362296398,2362296398,AAP,paliwalkota,Maharashtra
198,1.0,2603184042,2603184042,BJP,Abhinandan_BJP,Maharashtra
199,1.0,995555530096590848,995555530096590848,INC,ReddyYenge,Maharashtra
200,1.0,744071764808966145,744071764808966144,INC,ns_nikhil2120,Maharashtra
201,1.0,1938882331,1938882331,INC,mhaske_atul,Maharashtra
202,1.0,402747095,402747095,INC,nikhilvijaysing,Maharashtra
203,1.0,1045624859894591489,1045624859894591488,BJP,DilipKu76936383,Bihar
204,1.0,1612357292,1612357292,INC,robin909singh,Maharashtra
205,1.0,1066714129816215552,1066714129816215552,INC,akash_rahate,Maharashtra
206,1.0,1136147604469719040,1136147604469719040,BJP,GulshanJayHind,Maharashtra
207,1.0,2221838905,2221838905,BJP,bjp_satish,Maharashtra
208,1.0,815218594359496704,815218594359496704,BJP,SudhirY78657852,Maharashtra
209,1.0,389976632,389976632,INC,VishalDhuriya1,Maharashtra
210,1.0,837587139789402112,837587139789402112,INC,chhajedakash,Maharashtra
211,1.0,251201744,251201744,BJP,skvs1406,Maharashtra
212,1.0,1165810268,1165810268,BJP,Mandeepsajmani,Maharashtra
213,1.0,4215652204,4215652204,INC,kha_jameel,Maharashtra
214,1.0,952045347924160512,952045347924160512,BJP,RahulRa31753851,Bihar
215,1.0,295194188,295194188,INC,Roy_Mani,Maharashtra
216,1.0,1112483881838620673,1112483881838620672,AIMIM,mim_mumbai,Maharashtra
217,1.0,879166618559012864,879166618559012864,BJP,KalpanaBagulkar,Maharashtra
218,1.0,738417751711199232,738417751711199232,BJP,SinghMuktanand,Maharashtra
219,1.0,758313204401528833,758313204401528832,INC,kuldipnsui,Maharashtra
220,1.0,924155302689234944,924155302689234944,INC,SyedSaj23299449,Maharashtra
221,1.0,2533068786,2533068786,RPI,KambleCM,Maharashtra
222,1.0,912143345891364864,912143345891364864,BJP,RishiChouhan28,Maharashtra
223,1.0,2281017812,2281017812,INC,LokareNikhil,Maharashtra
224,1.0,147637086,147637086,INC,alok3333c,Maharashtra
225,1.0,4461991333,4461991333,INC,surendarvemuri1,Andhra Pradesh
226,1.0,1038699107101995008,1038699107101995008,BJP,Pradeep36057194,Bihar
227,1.0,3165316502,3165316502,INC,BrajeshJagtap,Maharashtra
228,1.0,893851551114178561,893851551114178560,INC,AnanShelar,Maharashtra
229,1.0,1632855067,1632855067,BJP,ShivprakashKun1,Maharashtra
230,1.0,769623567172562944,769623567172562944,BJP,dilipkhandare70,Maharashtra
231,1.0,1095141543491633152,1095141543491633152,INC,seemamahadik4,Maharashtra
232,1.0,873415746,873415746,INC,2786Firoz,Maharashtra
233,1.0,1021001490423599110,1021001490423599104,BJP,Jayshar26386972,Maharashtra
234,1.0,892622925198614529,892622925198614528,INC,NorthWestSM,Maharashtra
235,1.0,926311304133984256,926311304133984256,BJP,Sameerbjp09,Maharashtra
236,1.0,931604804811612160,931604804811612160,BJP,ManishDube19,Maharashtra
237,1.0,1104008851723116544,1104008851723116544,BJP,Sanjeev04082160,Bihar
238,1.0,908142968,908142968,BJP,BhosaleVarsha,Maharashtra
239,1.0,989174533071421442,989174533071421440,BJP,TanishqKulkarni,Maharashtra
240,1.0,807223909145710592,807223909145710592,INC,AditiJadhav54,Maharashtra
241,1.0,941196155286822913,941196155286822912,INC,MauryaVishalNCP,Maharashtra
242,1.0,829672957156978688,829672957156978688,INC,RafikPathanINC,Maharashtra
243,1.0,824685437629370370,824685437629370368,BJP,VikasUpadhayay6,Maharashtra
244,1.0,3379599674,3379599674,INC,PChaudharu,Maharashtra
245,1.0,1048879924314955776,1048879924314955776,INC,RAHULCHUTE4,Maharashtra
246,1.0,937806502244634627,937806502244634624,BJP,abvp_malegaon,Maharashtra
247,1.0,904361301874360321,904361301874360320,BJP,VijayRao9921,Maharashtra
248,1.0,2525190228,2525190228,CPI,sushilaisf,Bihar
249,1.0,914053876000612359,914053876000612352,BSP,RahulSo94618869,Maharashtra
250,1.0,2410353710,2410353710,To Be Added,siddaramumarani,To Be Added
251,1.0,961681571299303424,961681571299303424,NCP,SKMANZOORAHEMA1,Maharashtra
252,1.0,1030848644478631936,1030848644478631936,BJP,CHANDRAKANTTAY3,Maharashtra
253,1.0,1021249706607996929,1021249706607996928,DMK,Sadanan93367771,Maharashtra
254,1.0,1092004859727863808,1092004859727863808,INC,SharifS47707079,Maharashtra
255,1.0,764528246625017856,764528246625017856,INC,pankajchaudhray,Maharashtra
256,1.0,1031078494434877440,1031078494434877440,AAP,aapandherieast,Maharashtra
257,1.0,705223159679750144,705223159679750144,BJP,rajabhai586,Maharashtra
258,1.0,3915788236,3915788236,BJP,svkannal60,Maharashtra
259,1.0,2739615608,2739615608,To Be Added,somnathsfi,Bihar
260,1.0,4642878560,4642878560,INC,nsui_sandeep,Maharashtra
261,1.0,750666713604161536,750666713604161536,INC,ZameerMakwana1,Maharashtra
262,1.0,754900710479757312,754900710479757312,INC,VijayKumarKano3,Maharashtra
263,1.0,1408331268,1408331268,INC,dineshhyadav1,Maharashtra
264,1.0,511271617,511271617,INC,sawanekar,Maharashtra
265,1.0,991273631874367490,991273631874367488,INC,shreshwavale,Maharashtra
266,1.0,953942230636490752,953942230636490752,INC,patekar_solomon,Maharashtra
267,1.0,993734174,993734174,INC,shrivats_sharma,Maharashtra
268,1.0,1103540208841211904,1103540208841211904,INC,PimpriI,Maharashtra
269,1.0,1049324531184095234,1049324531184095232,BJP,JayPati00343094,Maharashtra
270,1.0,1107325758148501504,1107325758148501504,CPIML,RajuYadav_CPIML,Bihar
271,1.0,1034911998914580482,1034911998914580480,BJP,BjpRaees,Maharashtra
272,1.0,1011544368115662850,1011544368115662848,INC,BycullaMumbai,Maharashtra
273,1.0,760838924424056832,760838924424056832,INC,LawanghareRaje1,Maharashtra
274,1.0,1053216433184825344,1053216433184825344,INC,AkshayAgharde,Maharashtra
275,1.0,1004032327188545536,1004032327188545536,INC,raosaheb_sable,Maharashtra
276,1.0,273357732,273357732,NCP,MaheshTapaseNCP,Maharashtra
277,1.0,961593616559833088,961593616559833088,BJP,HarishNimje14,Maharashtra
278,1.0,883698190029004800,883698190029004800,BJP,SanjayA69097277,Maharashtra
279,1.0,1017576222946185216,1017576222946185216,BJP,DulgachAvinash,Maharashtra
280,1.0,893491181979541506,893491181979541504,BJP,Bharat333333333,Maharashtra
281,1.0,618921490,618921490,CPIML,Krishna39054083,Bihar
282,1.0,2392324716,2392324716,To Be Added,bhandarerk,Maharashtra
283,1.0,929024241390927872,929024241390927872,INC,JBhuibhar,Maharashtra
284,1.0,894207199773421569,894207199773421568,INC,vipin_nsui,Maharashtra
285,1.0,1088397907248775168,1088397907248775168,INC,MithaliVishwak1,Maharashtra
286,1.0,2730284480,2730284480,BJP,sagarkhinchi7,Maharashtra
287,1.0,929194764611784704,929194764611784704,BJP,MadhavraoYogesh,Maharashtra
288,1.0,833941586597777408,833941586597777408,BJP,niraj_jetty,Maharashtra
289,1.0,404746285,404746285,INC,ashokpote,Maharashtra
290,1.0,932273699507408896,932273699507408896,INC,palashmondil2,Maharashtra
291,1.0,2273323567,2273323567,INC,arjunpagdi,Maharashtra
292,1.0,1582039771,1582039771,CPIML,ShyamKnl,Bihar
293,1.0,784016774,784016774,INC,vaibhavkmkr64,Maharashtra
294,1.0,3761744178,3761744178,INC,IamJayku,Maharashtra
295,1.0,368332147,368332147,BJP,abhishek28BJP,Maharashtra
296,1.0,2396351407,2396351407,CPIM,TanajiJaybhave,Maharashtra
297,1.0,1013748237491044352,1013748237491044352,INC,AnjaraKanjibhai,Maharashtra
298,1.0,1100691452944740352,1100691452944740352,INC,SalenderSheoran,Maharashtra
299,1.0,1046340330365190144,1046340330365190144,BJP,AmitMundePatil1,Maharashtra
300,1.0,3241970778,3241970778,INC,FirozIntuc,Maharashtra
301,1.0,861927961167097860,861927961167097856,INC,Kishandalamiya,Maharashtra
302,1.0,968685376738070528,968685376738070528,NCP,MlaNcp,Maharashtra
303,1.0,1640397716,1640397716,CPIML,abhyuday_08,Bihar
304,1.0,824995634604285952,824995634604285952,INC,ShaikhJ48693641,Maharashtra
305,1.0,3317989850,3317989850,BJP,AniketHemke,Maharashtra
306,1.0,1090156476721590272,1090156476721590272,BJP,UpadhyeT,Maharashtra
307,1.0,825387965195116544,825387965195116544,INC,KishorNagpurka2,Maharashtra
308,1.0,942095726456303624,942095726456303616,BJP,GateSumit,Maharashtra
309,1.0,1017320280379875329,1017320280379875328,BJP,HukirePradip,Maharashtra
310,1.0,1686400980,1686400980,To Be Added,DrKarad,To Be Added
311,1.0,1897816105,1897816105,INC,gajanan_bhagat,Maharashtra
312,1.0,901370596830855168,901370596830855168,INC,Mohamma19609226,Maharashtra
313,1.0,1156662935533445121,1156662935533445120,BJP,MumbaiBJP,Maharashtra
314,1.0,846037021076291584,846037021076291584,CPIML,Mahboob_ml,Bihar
315,1.0,465422556,465422556,BJP,shivenojha1,Maharashtra
316,1.0,945906103346331648,945906103346331648,BJP,SureshC51975115,Maharashtra
317,1.0,1070626131236347904,1070626131236347904,BJP,amolsal43582102,Maharashtra
318,1.0,925041214730022912,925041214730022912,BJP,dhavaldarjibjp,Maharashtra
319,1.0,4894256338,4894256338,INC,sandipmore1133,Maharashtra
320,1.0,2599984650,2599984650,INC,madhukarraok,Maharashtra
321,1.0,1606019060,1606019060,BJP,dilip_Thorat,Maharashtra
322,1.0,981819685371953152,981819685371953152,BJP,ImranKh47631504,Maharashtra
323,1.0,1072033458459828225,1072033458459828224,INC,Mohamma37007632,Maharashtra
324,1.0,2591423557,2591423557,NCP,MLAShankaranna,Maharashtra
325,1.0,1233751697672982529,1233751697672982528,To Be Added,JayantAnand7,To Be Added
326,1.0,1103711256442269696,1103711256442269696,BJP,OmkarKedari4,Maharashtra
327,1.0,1060289185058156544,1060289185058156544,INC,DabiSandeep,Maharashtra
328,1.0,1105729259170074624,1105729259170074624,INC,qSe01YlhTygBm8l,Maharashtra
329,1.0,982196897631764486,982196897631764480,INC,Anmol21664708,Maharashtra
330,1.0,2331454117,2331454117,INC,sanjay220791,Maharashtra
331,1.0,2401530078,2401530078,INC,SajidSirajKhan,Maharashtra
332,1.0,3304549676,3304549676,INC,Rohitka81194,Maharashtra
333,1.0,1046625789813248000,1046625789813248000,INC,SNirphal,Maharashtra
334,1.0,892015973087059968,892015973087059968,BJP,pradnnyesh,Maharashtra
335,1.0,2593317980,2593317980,BJP,MPDattatreya,To Be Added
336,1.0,763273441344651265,763273441344651264,INC,andhra_nsui,Andhra Pradesh
337,1.0,3447009013,3447009013,GOV,SwachhBihar,Bihar
338,1.0,943839512865619970,943839512865619968,BJP,PravinTelore2,Maharashtra
339,1.0,1162597430929645569,1162597430929645568,INC,Nareshyadavhry,To Be Added
340,1.0,2650663141,2650663141,INC,tlokhande86,To Be Added
341,1.0,1013445773588123648,1013445773588123648,BJP,LakhoteNeeta,Maharashtra
342,1.0,2378019907,2378019907,INC,tukaram_mali,Maharashtra
343,1.0,276444250,276444250,LJP,Aprashant99,Maharashtra
344,1.0,1137465763416150017,1137465763416150016,To Be Added,QKhalid,To Be Added
345,1.0,2616770856,2616770856,BJP,singh_abvp,Maharashtra
346,1.0,1041259948213075969,1041259948213075968,BJP,WorkerAjay,Maharashtra
347,1.0,2276616211,2276616211,INC,shadab007i,Maharashtra
348,1.0,719219237861072896,719219237861072896,HAM,JitanramMajhi,Bihar
349,1.0,1144136410284224512,1144136410284224512,To Be Added,pratikkotkar99,Maharashtra
350,1.0,995691624473575424,995691624473575424,BJP,GaradYogiraj,Maharashtra
351,1.0,1202283934010236928,1202283934010236928,To Be Added,AjantaYadav,To Be Added
352,1.0,949742417409789952,949742417409789952,INC,MdTaiseem,Maharashtra
353,1.0,2524884798,2524884798,NCP,tayyaba34737448,Maharashtra
354,1.0,1079258924556050432,1079258924556050432,BJP,southmumbaiBJYM,Maharashtra
355,1.0,1622812741,1622812741,INC,NaseerPalliyoda,To Be Added
356,1.0,294371167,294371167,SHIV SENA,Iamrahulkanal,Maharashtra
357,1.0,2363932566,2363932566,SHIV SENA,DrSEShinde,Maharashtra
358,1.0,725279636188327936,725279636188327936,SHIV SENA,AnantGeeteSS,Maharashtra
359,1.0,790818612189794304,790818612189794304,HAM,S_manjhiHAM,Bihar
360,1.0,1379026934,1379026934,SHIV SENA,RavindraWaikar,Maharashtra
361,1.0,2330151680,2330151680,SHIV SENA,shewale_rahul,Maharashtra
362,1.0,1971314545,1971314545,SHIV SENA,neelamgorhe,Maharashtra
363,1.0,1598327498,1598327498,SHIV SENA,rajanvichare,Maharashtra
364,1.0,282891698,282891698,SHIV SENA,PratapSarnaik,Maharashtra
365,1.0,760121195719254016,760121195719254016,SHIV SENA,iramdaskadam,Maharashtra
