,id,id_str,screen_name,confirmed_account_type,state,twitter_name,real_name,bioguide,office_holder,party,district,level,woman,birthday,last_updated
0,986781648,986781648,jeffsessions,1,Alabama,Jeff Sessions,,,,,,,,,2021-04-20
1,93351287,93351287,devinpandy,1,Georgia,DDP (he/him/el),,,,,,,,,2021-04-20
2,771105905538535424,771105905538535424,chrisbishre,1,California,Chris Bish,,,,,,,,,2021-04-20
3,914815520842616834,914815520842616834,nancymace,1,South Carolina,Nancy Mace,,,,,,,,,2021-04-20
4,1081292958048153601,1081292958048153601,funk4congress,1,Illinois,Joel Funk for Southern Illinois,,,,,,,,,2021-04-20
5,22054391,22054391,joshpade,1,Wisconsin,Josh Randazza- Pade,,,,,,,,,2021-04-20
6,1159481372270039041,1159481372270039041,lacyforcongress,1,Texas,,,,,,,,,,2021-04-20
7,1124044084669288450,1124044084669288450,tonygonzales4tx,1,Texas,Tony Gonzales,,,,,,,,,2021-04-20
8,98471035,98471035,liz_cheney,1,Wyoming,Liz Cheney,,,,,,,,,2021-04-20
9,1278514055729360897,1278514055729360897,for_teague,1,Texas,Johnny Teague for Congress,,,,,,,,,2021-04-20
10,1223772796674871302,1223772796674871302,billforpa14,1,Pennsylvania,Bill Marx for Congress,,,,,,,,,2021-04-20
11,1163837390777212928,1163837390777212928,gadeforvirginia,1,Virginia,Daniel Gade,,,,,,,,,2021-04-20
12,292594517,292594517,scottpeterssd,1,California,Scott Peters,,,,,,,,,2021-04-20
13,1172910137738182662,1172910137738182662,jennybell2020,1,Ohio,JENNYBELL2020,,,,,,,,,2021-04-20
14,3431000296,3431000296,votefortrey,1,Indiana,Trey Hollingsworth,,,,,,,,,2021-04-20
15,1080477288955826176,1080477288955826176,repmarkgreen,1,Tennessee,Rep. Mark Green,Mark Green,G000590,1,2,7,3,False,1964-11-08,2021-04-20
16,1088909194764476416,1088909194764476416,bimal2020,1,Texas,Bimal Patel,,,,,,,,,2021-04-20
17,612875602,612875602,elaineseco,1,Texas,Elaine Hays,,,,,,,,,2021-04-20
18,549579841,549579841,jamie_raskin,1,Maryland,Jamie Raskin,,,,,,,,,2021-04-20
19,65707359,65707359,captmarkkelly,1,Arizona,Captain Mark Kelly,,,,,,,,,2021-04-20
20,1239754030429212673,1239754030429212673,noelle4tn,1,Tennessee,Noelle Bivens,,,,,,,,,2021-04-20
21,1075830599007510535,1075830599007510535,reppetestauber,1,Minnesota,Pete Stauber,Pete Stauber,S001212,1,2,8,3,False,1966-05-10,2021-04-20
22,1058917562,1058917562,repderekkilmer,1,Washington,Rep. Derek Kilmer,Derek Kilmer,K000381,1,1,6,3,False,1974-01-01,2021-04-20
23,1169379667960324103,1169379667960324103,lenzi4congress,1,Illinois,Ray Lenzi for Congress,,,,,,,,,2021-04-20
24,14572431,14572431,estherjoyking,1,Illinois,Esther Joy King,,,,,,,,,2021-04-20
25,960962340,960962340,repandyharrismd,1,Maryland,"Rep. Andy Harris, MD",Andy Harris,H001052,1,2,1,3,False,1957-01-25,2021-04-20
26,170341758,170341758,electdavidscott,1,Georgia,David Scott,,,,,,,,,2021-04-20
27,2266676155,2266676155,tommcdermottjr,1,Indiana,Thomas McDermott,,,,,,,,,2021-04-20
28,1207859686520885250,1207859686520885250,myarmstrongtx,1,Texas,Michael Armstrong,,,,,,,,,2021-04-20
29,1155335864,1155335864,repdonaldpayne,1,New Jersey,Rep. Donald Payne Jr,Donald Payne,P000604,1,1,10,3,False,1958-12-17,2021-04-20
30,806583915012046854,806583915012046854,repdrewferguson,1,Georgia,Congressman Drew Ferguson,A. Ferguson,F000465,1,2,3,3,False,1966-11-15,2021-04-20
31,563471310,563471310,troynehls,1,Texas,Troy Nehls,,,,,,,,,2021-04-20
32,935033864,935033864,reprichhudson,1,North Carolina,Richard Hudson,Richard Hudson,H001067,1,2,8,3,False,1971-11-04,2021-04-20
33,870453485984129028,870453485984129028,ajaforcongress,1,California,Aja Smith,,,,,,,,,2021-04-20
34,1189206039335276544,1189206039335276544,tandon4congress,1,California,"Ritesh Tandon US Congressional Candidate, CA 17",,,,,,,,,2021-04-20
35,898787903609765890,898787903609765890,yvette4congress,1,New Mexico,Yvette Herrell,,,,,,,,,2021-04-20
36,21406834,21406834,senmarkey,1,Massachusetts,Ed Markey,Edward Markey,M000133,1,1,99,3,False,1946-07-11,2021-04-20
37,947178108108423168,947178108108423168,ronda4congress,1,California,Ronda Kennedy,,,,,,,,,2021-04-20
38,587866687,587866687,boblancia,1,Rhode Island,Bob Lancia,,,,,,,,,2021-04-20
39,1137141960995745795,1137141960995745795,floydmclendon,1,Texas,Floyd McLendon,,,,,,,,,2021-04-20
40,972138708689391617,972138708689391617,joeprofitga_06,1,Georgia,Dr. Joe Profit for Congress,,,,,,,,,2021-04-20
41,336924420,336924420,tariq_shabazz_,1,Ohio,Tariq K. Shabazz,,,,,,,,,2021-04-20
42,1138886434478182401,1138886434478182401,kimmangone,1,California,Kim Mangone,,,,,,,,,2021-04-20
43,950758571821629441,950758571821629441,danlipinski,1,Illinois,Dan Lipinski,,,,,,,,,2021-04-20
44,1224374974561116160,1224374974561116160,voterobjordan,1,Pennsylvania,Rob Jordan,,,,,,,,,2021-04-20
45,715271442401628160,715271442401628160,janforcongress,1,Texas,Jan McDowell,,,,,,,,,2021-04-20
46,248820306,248820306,thewayneking,1,North Carolina,Wayne King,,,,,,,,,2021-04-20
47,722859119510573056,722859119510573056,eddiejmauro,1,Iowa,Eddie J. Mauro #New Frontier Action,,,,,,,,,2021-04-20
48,305216911,305216911,repbobbyrush,1,Illinois,Bobby L. Rush,Bobby Rush,R000515,1,1,1,3,False,1946-11-23,2021-04-20
49,22812754,22812754,repgregorymeeks,1,New York,Rep. Gregory Meeks,Gregory Meeks,M001137,1,1,5,3,False,1953-09-25,2021-04-20
50,1185738917435314176,1185738917435314176,monica4congress,1,Texas,Monica De La Cruz-Hernandez for Congress,,,,,,,,,2021-04-20
51,1176511157592412160,1176511157592412160,everlyforiowa,1,Iowa,Steven Everly,,,,,,,,,2021-04-20
52,829061809135030272,829061809135030272,delgadoforny19,1,New York,Antonio Delgado,,,,,,,,,2021-04-20
53,1163458504033746945,1163458504033746945,utam_paul,1,Maryland,Utam Paul,,,,,,,,,2021-04-20
54,1192930146468220928,1192930146468220928,blandfortexas,1,Texas,Scott Bland for Texas,,,,,,,,,2021-04-20
55,233949261,233949261,rephuizenga,1,Michigan,Rep. Bill Huizenga,Bill Huizenga,H001058,1,2,2,3,False,1969-01-31,2021-04-20
56,1096059529,1096059529,senatorrisch,1,Idaho,Jim Risch,James Risch,R000584,1,2,99,3,False,1943-05-03,2021-04-20
57,1211765015700590592,1211765015700590592,sarkarforcd4,1,North Carolina,Debesh Sarkar,,,,,,,,,2021-04-20
58,229197216,229197216,repdavid,1,Arizona,Rep. David Schweikert,David Schweikert,S001183,1,2,6,3,False,1962-03-03,2021-04-20
59,38960144,38960144,vgescobar,1,Texas,Veronica Escobar,,,,,,,,,2021-04-20
60,977452270228049920,977452270228049920,electventura,1,Illinois,Rachel F. Ventura🌹,,,,,,,,,2021-04-20
61,37820650,37820650,depasqualepa,1,Pennsylvania,Eugene DePasquale,,,,,,,,,2021-04-20
62,477223342,477223342,reschenthaler,1,Pennsylvania,Guy Reschenthaler,,,,,,,,,2021-04-20
63,1102728111836270592,1102728111836270592,stevens_orozco,1,Texas,Stevens Orozco,,,,,,,,,2021-04-20
64,145292853,145292853,garypeters,1,Michigan,Gary Peters,,,,,,,,,2021-04-20
65,1196635758276177920,1196635758276177920,citlaly4nevada,1,Nevada,,,,,,,,,,2021-04-20
66,1204145611131498499,1204145611131498499,simafortx,1,Texas,Sima Ladjevardian,,,,,,,,,2021-04-20
67,2376352563,2376352563,jraymol,1,Florida,Raymond Molina for Congress,,,,,,,,,2021-04-20
68,1025872324464205824,1025872324464205824,maraforindiana,1,Indiana,Mara Candelaria Reardon,,,,,,,,,2021-04-20
69,1193304995787165697,1193304995787165697,reddy4congress,1,Texas,Bangar Reddy for Congress,,,,,,,,,2021-04-20
70,1080515866255593472,1080515866255593472,reparmstrongnd,1,North Dakota,Congressman Kelly Armstrong,Kelly Armstrong,A000377,1,2,0,3,False,1976-10-08,2021-04-20
71,2237925464,2237925464,carlforalabama,1,Alabama,Jerry Carl,,,,,,,,,2021-04-20
72,18197328,18197328,rogerwilliamstx,1,Texas,Roger Williams,,,,,,,,,2021-04-20
73,1339931490,1339931490,reprobinkelly,1,Illinois,Robin Kelly,Robin Kelly,K000385,1,1,2,3,True,1956-04-30,2021-04-20
74,2970462034,2970462034,repkathleenrice,1,New York,Kathleen Rice,Kathleen Rice,R000602,1,1,4,3,True,1965-02-15,2021-04-20
75,829828033674555393,829828033674555393,ericearly_ca,1,California,𝗘𝗥𝗜𝗖 𝗘𝗔𝗥𝗟𝗬,,,,,,,,,2021-04-20
76,1097923385445761027,1097923385445761027,ikemccorkle,1,Colorado,IKE McCorkle,,,,,,,,,2021-04-20
77,1190096995039399936,1190096995039399936,annemariewardaz,1,Arizona,Dr. Anne Marie Ward,,,,,,,,,2021-04-20
78,1886919373,1886919373,howardsteele5,1,Texas,Howard Steele,,,,,,,,,2021-04-20
79,515736574,515736574,pascrellfornj,1,New Jersey,"Bill Pascrell, Jr.",,,,,,,,,2021-04-20
80,950952511556538368,950952511556538368,sharicedavids,1,Kansas,Sharice Davids,,,,,,,,,2021-04-20
81,906007284374835200,906007284374835200,electlong,1,Washington,Carolyn Long,,,,,,,,,2021-04-20
82,237750442,237750442,repstevechabot,1,Ohio,Rep. Steve Chabot,Steve Chabot,C000266,1,2,1,3,False,1953-01-22,2021-04-20
83,57652432,57652432,ashacastleberry,1,New York,Asha Castleberry-Hernandez,,,,,,,,,2021-04-20
84,1177677191296905216,1177677191296905216,karlgentles,1,Arizona,Karl Gentles,,,,,,,,,2021-04-20
85,1274852794206388225,1274852794206388225,repjamescomer,1,Kentucky,Rep. James Comer,James Comer,C001108,1,2,1,3,False,1972-08-19,2021-04-20
86,166414119,166414119,elisa1121,1,New Mexico,Elisa Martinez,,,,,,,,,2021-04-20
87,872156132688711681,872156132688711681,laurenunderwood,1,Illinois,Lauren Underwood,,,,,,,,,2021-04-20
88,2500750611,2500750611,antoinepierce,1,Louisiana,Antoine Pierce,,,,,,,,,2021-04-20
89,148017711,148017711,collincpeterson,1,Minnesota,Collin Peterson,,,,,,,,,2021-04-20
90,1243618934059925505,1243618934059925505,hamiltonforks,1,Kansas,Bob Hamilton,,,,,,,,,2021-04-20
91,1241119632137654273,1241119632137654273,forhewett,1,Washington,,,,,,,,,,2021-04-20
92,1065332748985004032,1065332748985004032,fswinthehouse,1,Florida,Frederica Wilson,,,,,,,,,2021-04-20
93,1084182368800387072,1084182368800387072,richards4iowa,1,Iowa,Bret Richards for Congress,,,,,,,,,2021-04-20
94,36967061,36967061,chrismeyyur,1,Maryland,Meyyur,,,,,,,,,2021-04-20
95,1094602974087860224,1094602974087860224,friendsharvey,1,Pennsylvania,Friends of Michael Harvey,,,,,,,,,2021-04-20
96,1211735619333808128,1211735619333808128,kistnercongress,1,Minnesota,Tyler Kistner for Congress,,,,,,,,,2021-04-20
97,479017220,479017220,hakeem_jeffries,1,New York,,,,,,,,,,2021-04-20
98,1188584235688484865,1188584235688484865,hope_in8,1,Indiana,Thomasina Marsili 8th District Democratic Chair,,,,,,,,,2021-04-20
99,1158480873878118403,1158480873878118403,davidrichternj,1,New Jersey,David Richter,,,,,,,,,2021-04-20
100,952540201,952540201,degette5280,1,Colorado,Diana DeGette,,,,,,,,,2021-04-20
101,1029094268542099457,1029094268542099457,lancegooden,1,Texas,Lance Gooden,,,,,,,,,2021-04-20
102,1197342596198105088,1197342596198105088,bishforcongress,1,California,Chris Bish 🇺🇲,,,,,,,,,2021-04-20
103,16669896,16669896,ellars,1,California,James Ellars,,,,,,,,,2021-04-20
104,2533193567,2533193567,siebeforord1,1,Oregon,Amanda Siebe | ♿ #DisabilityRightsAreHumanRight ♿️,,,,,,,,,2021-04-20
105,1091163955278405635,1091163955278405635,knolesmichael,1,Montana,,,,,,,,,,2021-04-20
106,53442330,53442330,gomcdermott,1,Indiana,"Mayor Thomas M. McDermott, Jr.",,,,,,,,,2021-04-20
107,23775782,23775782,stevechabot,1,Ohio,Steve Chabot,,,,,,,,,2021-04-20
108,558769636,558769636,repbonamici,1,Oregon,Suzanne Bonamici,Suzanne Bonamici,B001278,1,1,1,3,True,1954-10-14,2021-04-20
109,187781005,187781005,amk4956,1,Nebraska,Arron M Kowalski,,,,,,,,,2021-04-20
110,1170029237165682689,1170029237165682689,caldwell_ca24,1,California,Andy Caldwell,,,,,,,,,2021-04-20
111,702601370344402944,702601370344402944,andybiggs4az,1,Arizona,Andy Biggs,,,,,,,,,2021-04-20
112,872148729184362497,872148729184362497,drpaulgosar,1,Arizona,Paul Gosar,,,,,,,,,2021-04-20
113,116550979,116550979,martinlemelle,1,Louisiana,Martin Lemelle,,,,,,,,,2021-04-20
114,51228911,51228911,repmiketurner,1,Ohio,US Rep. Mike Turner,Michael Turner,T000463,1,2,10,3,False,1960-01-11,2021-04-20
115,1080851152151953410,1080851152151953410,repjoshharder,1,California,Rep. Josh Harder,Josh Harder,H001090,1,1,10,3,False,1986-08-01,2021-04-20
116,1206227149,1206227149,repmarkpocan,1,Wisconsin,Rep. Mark Pocan,Mark Pocan,P000607,1,1,2,3,False,1964-08-14,2021-04-20
117,1201670995435646976,1201670995435646976,laurenboebert,1,Colorado,Lauren Boebert,,,,,,,,,2021-04-20
118,1185068851416961024,1185068851416961024,goble4congress,1,Florida,,,,,,,,,,2021-04-20
119,1233395533064044547,1233395533064044547,justin_tuthill,1,Vermont,,,,,,,,,,2021-04-20
120,130714799,130714799,morgangriffith,1,Virginia,Morgan Griffith,,,,,,,,,2021-04-20
121,81207735,81207735,johnsonleads,1,Ohio,Bill Johnson,,,,,,,,,2021-04-20
122,750402695652073472,750402695652073472,asusena4tx,1,Texas,Asusena Reséndiz,,,,,,,,,2021-04-20
123,88227328,88227328,peterliucagov18,1,California,Peter Y. Liu,,,,,,,,,2021-04-20
124,3389296557,3389296557,tomtiffanywi,1,Wisconsin,Tom Tiffany,,,,,,,,,2021-04-20
125,1262536461670395905,1262536461670395905,meg4congress,1,Tennessee,Meg Gorman,,,,,,,,,2021-04-20
126,235190657,235190657,repchuck,1,Tennessee,Chuck Fleischmann,Charles Fleischmann,F000459,1,2,3,3,False,1962-10-11,2021-04-20
127,1124467465516453890,1124467465516453890,voteacosta2020,1,Florida,Christian Acosta for Congress,,,,,,,,,2021-04-20
128,1186158983901376512,1186158983901376512,tutora2020,1,Arizona,Tutora Time with Nicholas Tutora,,,,,,,,,2021-04-20
129,1119276909278453761,1119276909278453761,neeseforok5,1,Oklahoma,Terry Neese,,,,,,,,,2021-04-20
130,11651202,11651202,stevedaines,1,Montana,Steve Daines,Steve Daines,D000618,1,2,99,3,False,1962-08-20,2021-04-20
131,848591867092410368,848591867092410368,joangreeneaz,1,Arizona,Joan Greene,,,,,,,,,2021-04-20
132,1099048174528937985,1099048174528937985,cathycarrgcac,1,Texas,cathycarrgcac,,,,,,,,,2021-04-20
133,211420609,211420609,repstevestivers,1,Ohio,Steve Stivers,Steve Stivers,S001187,1,2,15,3,False,1965-03-24,2021-04-20
134,195898927,195898927,paulbrounforga,1,Georgia,Paul Broun,,,,,,,,,2021-04-20
135,41225640,41225640,suzandelbene,1,Washington,Suzan DelBene,,,,,,,,,2021-04-20
136,605465216,605465216,dr_lih_young,1,Maryland,DR_LIH_YOUNG,,,,,,,,,2021-04-20
137,88806753,88806753,repgaramendi,1,California,John Garamendi,John Garamendi,G000559,1,1,3,3,False,1945-01-24,2021-04-20
138,55677432,55677432,billcassidy,1,Louisiana,"Bill Cassidy, M.D.",Bill Cassidy,C001075,1,2,99,3,False,1957-09-28,2021-04-20
139,18773159,18773159,repscottperry,1,Pennsylvania,RepScottPerry,Scott Perry,P000605,1,2,10,3,False,1962-05-27,2021-04-20
140,1255593470116474880,1255593470116474880,tomzmich2020,1,New York,Tom Zmich,,,,,,,,,2021-04-20
141,1134565624854831107,1134565624854831107,mxaviercarrigan,1,Ohio,Xavier Carrigan,,,,,,,,,2021-04-20
142,1139607716941500417,1139607716941500417,saragideon,1,Maine,Sara Gideon,,,,,,,,,2021-04-20
143,982970992828940292,982970992828940292,joycebentleycd1,1,Nevada,Joyce Bentley,,,,,,,,,2021-04-20
144,1188224748494434304,1188224748494434304,newbyoh15,1,Ohio,,,,,,,,,,2021-04-20
145,1127391888523300865,1127391888523300865,swflmom2020,1,Florida,,,,,,,,,,2021-04-20
146,4002888226,4002888226,sjl4hrc,1,Texas,Sheila Jackson Lee,,,,,,,,,2021-04-20
147,731616058495389696,731616058495389696,tedracobb,1,New York,Tedra Cobb,,,,,,,,,2021-04-20
148,1204822874848186369,1204822874848186369,jaromebellva,1,Virginia,Jarome Bell,,,,,,,,,2021-04-20
149,1080277407867772930,1080277407867772930,repandylevin,1,Michigan,Rep. Andy Levin,Andy Levin,L000592,1,1,9,3,False,1960-08-01,2021-04-20
150,881222783170228224,881222783170228224,carolyn4ga7,1,Georgia,Carolyn Bourdeaux,,,,,,,,,2021-04-20
151,875377070465044481,875377070465044481,thisisderks,1,Missouri,Ryan Derks,,,,,,,,,2021-04-20
152,834069080,834069080,repdavidrouzer,1,North Carolina,David Rouzer,David Rouzer,R000603,1,2,7,3,False,1972-02-16,2021-04-20
153,398094100,398094100,reneeunterman,1,Georgia,Renee Unterman,,,,,,,,,2021-04-20
154,3107996233,3107996233,electlahood,1,Illinois,Darin LaHood,,,,,,,,,2021-04-20
155,1115991293753212934,1115991293753212934,raborn4congress,1,Illinois,RabornForCongress,,,,,,,,,2021-04-20
156,1158012642,1158012642,steelinsights,1,Georgia,Becky E Hites,,,,,,,,,2021-04-20
157,1194329401271435265,1194329401271435265,mvgaus,1,Virginia,Matt Truong for America,,,,,,,,,2021-04-20
158,727406126,727406126,billhightoweral,1,Alabama,Bill Hightower,,,,,,,,,2021-04-20
159,1129866000520962051,1129866000520962051,rush4congress,1,Illinois,Rush Darwish,,,,,,,,,2021-04-20
160,1180119371026448388,1180119371026448388,jimprudenforco1,1,Florida,,,,,,,,,,2021-04-20
161,1191864003829608448,1191864003829608448,marylandnickg,1,Maryland,Nicholas Gladden,,,,,,,,,2021-04-20
162,810018363153870848,810018363153870848,jenniferforin5,1,Indiana,JenniferChristie 🌱,,,,,,,,,2021-04-20
163,32407106,32407106,sarahartweir,1,Kansas,Sara Hart Weir,,,,,,,,,2021-04-20
164,1167174850479316996,1167174850479316996,demanddanielaz,1,Arizona,Daniel McCarthy for Arizona,,,,,,,,,2021-04-20
165,1208536577233817601,1208536577233817601,hollis4congress,1,Texas,Guy Fox,,,,,,,,,2021-04-20
166,1286141385234579456,1286141385234579456,ricklaibfor11,1,Illinois,Rick Laib,,,,,,,,,2021-04-20
167,310310133,310310133,repstephenlynch,1,Massachusetts,Rep. Stephen Lynch,Stephen Lynch,L000562,1,1,8,3,False,1955-03-31,2021-04-20
168,1103784690241232902,1103784690241232902,detemplecliff,1,Wisconsin,Cliff DeTemple,,,,,,,,,2021-04-20
169,281540744,281540744,repwebster,1,Florida,Daniel Webster,Daniel Webster,W000806,1,2,11,3,False,1949-04-27,2021-04-20
170,784965392,784965392,gwen4congress,1,Wisconsin,Gwen S. Moore,,,,,,,,,2021-04-20
171,1179018323935334400,1179018323935334400,dalecraftsme,1,Maine,Dale Crafts,,,,,,,,,2021-04-20
172,313971140,313971140,rmcadena,1,Texas,Robert M Cadena,,,,,,,,,2021-04-20
173,774003095617634304,774003095617634304,jeffgormanmry,1,California,Jeff Gorman,,,,,,,,,2021-04-20
174,1166026657309876225,1166026657309876225,fletcher4_tx24,1,Texas,Crystal Fletcher,,,,,,,,,2021-04-20
175,2543742324,2543742324,tcardenas,1,California,#TonyCardenas🇺🇸,,,,,,,,,2021-04-20
176,1247958910025203712,1247958910025203712,scottfranklinfl,1,Florida,Scott Franklin,,,,,,,,,2021-04-20
177,17614788,17614788,oshea4congress,1,North Carolina,,,,,,,,,,2021-04-20
178,700359998,700359998,jennielouleeder,1,Texas,Jennie Lou Leeder,,,,,,,,,2021-04-20
179,1124665360823848961,1124665360823848961,joecollins43rd,1,California,,,,,,,,,,2021-04-20
180,1190973879784747008,1190973879784747008,antone_mn,1,Minnesota,Antone Melton-Meaux,,,,,,,,,2021-04-20
181,1150590879788404736,1150590879788404736,williamforga4,1,Georgia,William Haston,,,,,,,,,2021-04-20
182,21061366,21061366,andy_levin,1,Michigan,Andy Levin,,,,,,,,,2021-04-20
183,975577002764849153,975577002764849153,sarahforus,1,Pennsylvania,Sarah #PassThePROAct Hammond,,,,,,,,,2021-04-20
184,892090350822711296,892090350822711296,votevandermaas,1,Idaho,JVandermaas,,,,,,,,,2021-04-20
185,3317799825,3317799825,reptrentkelly,1,Mississippi,Trent Kelly,Trent Kelly,K000388,1,2,1,3,False,1966-03-01,2021-04-20
186,24195214,24195214,janschakowsky,1,Illinois,Jan Schakowsky,Janice Schakowsky,S001145,1,1,9,3,True,1944-05-26,2021-04-20
187,980901699589046272,980901699589046272,realpauljromero,1,Oregon,Paul Joseph Romero Jr,,,,,,,,,2021-04-20
188,783792992,783792992,ilhanmn,1,Minnesota,Ilhan Omar,,,,,,,,,2021-04-20
189,1219034202768842755,1219034202768842755,electmojo,1,Kentucky,Elect MoJo,,,,,,,,,2021-04-20
190,15773898,15773898,tommcclintock,1,California,Tom McClintock,,,,,,,,,2021-04-20
191,1167587134712307719,1167587134712307719,swaffarcongress,1,Florida,Darlene Swaffar 🇺🇲,,,,,,,,,2021-04-20
192,1229538426019614722,1229538426019614722,tobinussenate,1,Kentucky,Mary Ann Tobin,,,,,,,,,2021-04-20
193,2249022318,2249022318,babin4congress,1,Texas,Dr. Brian Babin,,,,,,,,,2021-04-20
194,461720085,461720085,joekennedy,1,Massachusetts,Joe Kennedy III,,,,,,,,,2021-04-20
195,309070309,309070309,markpocan,1,Wisconsin,Mark Pocan,,,,,,,,,2021-04-20
196,381152398,381152398,repterrisewell,1,Alabama,Rep. Terri A. Sewell,Terri Sewell,S001185,1,1,7,3,True,1965-01-01,2021-04-20
197,20879626,20879626,corygardner,1,Colorado,Cory Gardner,,,,,,,,,2021-04-20
198,1187835922118787073,1187835922118787073,lavern_spicer,1,Florida,Lavern Spicer,,,,,,,,,2021-04-20
199,993544147175952384,993544147175952384,votesamuelwill1,1,Texas,Samuel Williams,,,,,,,,,2021-04-20
200,19726613,19726613,senatorcollins,1,Maine,Sen. Susan Collins,Susan Collins,C001035,1,2,99,3,True,1952-12-07,2021-04-20
201,950733136081670144,950733136081670144,vennia4congress,1,Florida,Vennia Francois,,,,,,,,,2021-04-20
202,602919981,602919981,susieleenv,1,Nevada,Susie Lee,,,,,,,,,2021-04-20
203,25292688,25292688,thedanabarrett,1,Georgia,Dana Barrett,,,,,,,,,2021-04-20
204,1159948852813676544,1159948852813676544,whittney2020,1,Michigan,Whittney Williams,,,,,,,,,2021-04-20
205,1014819282226728963,1014819282226728963,votehafner,1,Wyoming,Carol Hafner for Congress,,,,,,,,,2021-04-20
206,80901183,80901183,marlalivengood,1,California,Marla Sousa Livengood,,,,,,,,,2021-04-20
207,76132891,76132891,congmikesimpson,1,Idaho,Cong. Mike Simpson,Michael Simpson,S001148,1,2,2,3,False,1950-09-08,2021-04-20
208,1108211431311327232,1108211431311327232,fcv2020campaign,1,Texas,,,,,,,,,,2021-04-20
209,1201511874103255040,1201511874103255040,boor4c,1,Wisconsin,Matt Boor,,,,,,,,,2021-04-20
210,1080830346915209216,1080830346915209216,reptorressmall,1,New Mexico,Archived: Rep. Xochitl Torres Small,Xochitl Torres Small,T000484,2,1,2,3,True,1984-11-15,2021-04-20
211,1179459319412281345,1179459319412281345,howardsteele20,1,Texas,Howard Steele,,,,,,,,,2021-04-20
212,30540789,30540789,montaga,1,New York,🇺🇸 Antoine Tucker for U.S. Senate,,,,,,,,,2021-04-20
213,882843534750961664,882843534750961664,tjcoxcongress,1,California,TJ Cox,,,,,,,,,2021-04-20
214,768476384540954624,768476384540954624,adembunkeddeko,1,New York,Adem Bunkeddeko,,,,,,,,,2021-04-20
215,912009419054923777,912009419054923777,bobmusselwhite,1,Arizona,Bob Musselwhite,,,,,,,,,2021-04-20
216,880453497921122305,880453497921122305,drmgosnell,1,Maryland,Dr. Mark Gosnell,,,,,,,,,2021-04-20
217,1141715874912620544,1141715874912620544,kathleenforutah,1,Utah,Kathleen Anderson,,,,,,,,,2021-04-20
218,1183027021535940613,1183027021535940613,tawnja4congress,1,Minnesota,Tawnja Zahradka for U.S. Congress in MN CD6,,,,,,,,,2021-04-20
219,1216104257989963776,1216104257989963776,cliffbentz,1,Oregon,Cliff Bentz,,,,,,,,,2021-04-20
220,1071510578190053381,1071510578190053381,elisacardnell,1,Texas,Elisa Cardnell,,,,,,,,,2021-04-20
221,1080894931311431682,1080894931311431682,repdancrenshaw,1,Texas,Rep. Dan Crenshaw,Dan Crenshaw,C001120,1,2,2,3,False,1984-03-14,2021-04-20
222,3298708805,3298708805,booker4ky,1,Kentucky,Charles Booker,,,,,,,,,2021-04-20
223,796736612554117120,796736612554117120,repjimmypanetta,1,California,Rep. Jimmy Panetta,Jimmy Panetta,P000613,1,1,20,3,False,1969-10-01,2021-04-20
224,4069841354,4069841354,dwightevanspa,1,Pennsylvania,Dwight Evans,,,,,,,,,2021-04-20
225,3237898542,3237898542,carbajalsalud,1,California,Salud Carbajal,,,,,,,,,2021-04-20
226,1010616057932013571,1010616057932013571,votebrendajones,1,Michigan,Brenda Jones,,,,,,,,,2021-04-20
227,51858290,51858290,joshuascottca32,1,California,Joshua Scott,,,,,,,,,2021-04-20
228,234469322,234469322,rep_stevewomack,1,Arkansas,Rep. Steve Womack,Steve Womack,W000809,1,2,3,3,False,1957-02-18,2021-04-20
229,911794504973246464,911794504973246464,montsenyt,1,Missouri,Teresa Montseny,,,,,,,,,2021-04-20
230,1189022542251659264,1189022542251659264,votegabi,1,Michigan,Gabi Grossbard for Republican Red Michigan,,,,,,,,,2021-04-20
231,2905628517,2905628517,moebrownsc,1,South Carolina,Moe Brown,,,,,,,,,2021-04-20
232,910954346187239425,910954346187239425,drgarywegman,1,Pennsylvania,Gary Wegman for PA-09,,,,,,,,,2021-04-20
233,23764160,23764160,randyfeenstra,1,Iowa,Randy Feenstra,,,,,,,,,2021-04-20
234,1046562319902240768,1046562319902240768,nikkagop,1,California,Nikka Piterman,,,,,,,,,2021-04-20
235,487936007,487936007,love4congress,1,New York,Lovelynn Gwinn,,,,,,,,,2021-04-20
236,21509894,21509894,davidschweikert,1,Arizona,David Schweikert,,,,,,,,,2021-04-20
237,1912799826,1912799826,jdanbishop,1,North Carolina,Congressman Dan Bishop,,,,,,,,,2021-04-20
238,808416682972770304,808416682972770304,repohalleran,1,Arizona,Rep. Tom O'Halleran,Tom O’Halleran,O000171,1,1,1,3,False,1946-01-24,2021-04-20
239,1706063484,1706063484,matt4ga,1,Georgia,matt,,,,,,,,,2021-04-20
240,617266600,617266600,katieporteroc,1,California,Katie Porter,,,,,,,,,2021-04-20
241,438059409,438059409,davidbuchwald,1,New York,David Buchwald,,,,,,,,,2021-04-20
242,4049197462,4049197462,lisabrochester,1,Delaware,Lisa Blunt Rochester,,,,,,,,,2021-04-20
243,1239733382554300421,1239733382554300421,leon4congress,1,Virginia,Leon Benjamin,,,,,,,,,2021-04-20
244,4632984534,4632984534,votevicente,1,Texas,Vicente Gonzalez,,,,,,,,,2021-04-20
245,823552974253342721,823552974253342721,repanthonybrown,1,Maryland,Anthony Brown,Anthony Brown,B001304,1,1,4,3,False,1961-11-21,2021-04-20
